sector_code;sector_label;activity_code;activity_label;product_code;product_label
C;ACTIVITES DE FABRICATION ;C310002;Fabrication de meubles divers ;C31000203;Opérations sous-traitées intervenant dans la fabrication de meubles et matelas 
C;ACTIVITES DE FABRICATION ;C320001;Fabrication d'articles de bijouterie ;C32000101;Pierres précieuses travaillées et parures  
C;ACTIVITES DE FABRICATION ;C320001;Fabrication d'articles de bijouterie ;C32000102;Articles de joaillerie et bijouterie 
C;ACTIVITES DE FABRICATION ;C320001;Fabrication d'articles de bijouterie ;C32000103;Bijouterie fantaisie et articles similaires  
C;ACTIVITES DE FABRICATION ;C320001;Fabrication d'articles de bijouterie ;C32000104;Monnaies  
C;ACTIVITES DE FABRICATION ;C320002;Fabrication d'instruments de musique ;C32000200;Instruments de musique 
C;ACTIVITES DE FABRICATION ;C320003;Activités manufacturières n.c.a. ;C32000301;Articles de sport 
C;ACTIVITES DE FABRICATION ;C320003;Activités manufacturières n.c.a. ;C32000302;Jeux et jouets  
C;ACTIVITES DE FABRICATION ;C320003;Activités manufacturières n.c.a. ;C32000303;Articles de brosserie  
C;ACTIVITES DE FABRICATION ;C320003;Activités manufacturières n.c.a. ;C32000304;Articles d’écriture et de bureau 
C;ACTIVITES DE FABRICATION ;C320003;Activités manufacturières n.c.a. ;C32000305;Postiches et perruques  
C;ACTIVITES DE FABRICATION ;C320003;Activités manufacturières n.c.a. ;C32000306;Lunettes, verres et montures  
C;ACTIVITES DE FABRICATION ;C320003;Activités manufacturières n.c.a. ;C32000307;Matériel médicochirurgical et d’orthopédie 
C;ACTIVITES DE FABRICATION ;C320003;Activités manufacturières n.c.a. ;C32000308;Produits divers manufacturés non compris ailleurs 
C;ACTIVITES DE FABRICATION ;C330100;Réparation de machines et d'équipements professionnels ;C33010001;Réparation et entretien d'ouvrages métalliques 
C;ACTIVITES DE FABRICATION ;C330100;Réparation de machines et d'équipements professionnels ;C33010002;Réparation et entretien de machines et équipements mécaniques d'usage général 
C;ACTIVITES DE FABRICATION ;C330100;Réparation de machines et d'équipements professionnels ;C33010003;Réparation et entretien de machines et équipements mécaniques d'usage spécifique 
C;ACTIVITES DE FABRICATION ;C330100;Réparation de machines et d'équipements professionnels ;C33010004;Réparation et entretien de matériels électroniques et optiques professionnels 
C;ACTIVITES DE FABRICATION ;C330100;Réparation de machines et d'équipements professionnels ;C33010005;Réparation et entretien d'équipements électriques  
C;ACTIVITES DE FABRICATION ;C330100;Réparation de machines et d'équipements professionnels ;C33010006;Réparation navale et maintenance navale  
C;ACTIVITES DE FABRICATION ;C330100;Réparation de machines et d'équipements professionnels ;C33010007;Réparation et maintenance de matériel ferroviaire   
C;ACTIVITES DE FABRICATION ;C330100;Réparation de machines et d'équipements professionnels ;C33010008;Réparation et maintenance d'aéronefs   
C;ACTIVITES DE FABRICATION ;C330100;Réparation de machines et d'équipements professionnels ;C33010009;Réparation et entretien d'autres équipements professionnels  
C;ACTIVITES DE FABRICATION ;C330200;Installation de machines et d'équipements professionnels;C33020001;Installation d'ouvrages métalliques 
C;ACTIVITES DE FABRICATION ;C330200;Installation de machines et d'équipements professionnels;C33020002;Installation de machines d'usage général  
C;ACTIVITES DE FABRICATION ;C330200;Installation de machines et d'équipements professionnels;C33020003;Installation de machines d'usage spécifique 
C;ACTIVITES DE FABRICATION ;C330200;Installation de machines et d'équipements professionnels;C33020004;Installation de matériels électroniques et optiques 
C;ACTIVITES DE FABRICATION ;C330200;Installation de machines et d'équipements professionnels;C33020005;Installation d'équipements électriques   
C;ACTIVITES DE FABRICATION ;C330200;Installation de machines et d'équipements professionnels;C33020006;Installation d'équipements de contrôle automatique de processus industriels  
D;PRODUCTION ET DISTRIBUTION D'ÉLECTRICITÉ ET DE DE GAZ  ;D350100;Production, transport et distribution d'électricité ;D35010000;Électricité  
D;PRODUCTION ET DISTRIBUTION D'ÉLECTRICITÉ ET DE DE GAZ  ;D350200;Production et distribution de combustibles gazeux et de glace ;D35020001;Gaz distribué  
D;PRODUCTION ET DISTRIBUTION D'ÉLECTRICITÉ ET DE DE GAZ  ;D350200;Production et distribution de combustibles gazeux et de glace ;D35020002;Glace hydrique et autres supports énergétiques   
E;PRODUCTION ET DISTRIBUTION D'EAU, ASSAINISSEMENT, TRAITEMENT DES  DECHETS ET DEPOLLUTION ;E360000;Captage, traitement et distribution d'eau ;E36000001;Eau captée  
E;PRODUCTION ET DISTRIBUTION D'EAU, ASSAINISSEMENT, TRAITEMENT DES  DECHETS ET DEPOLLUTION ;E360000;Captage, traitement et distribution d'eau ;E36000002;Eau distribuée  
E;PRODUCTION ET DISTRIBUTION D'EAU, ASSAINISSEMENT, TRAITEMENT DES  DECHETS ET DEPOLLUTION ;E370000;Collecte et traitement des eaux usées;E37000000;Eaux usées collectées traitées et boues 
E;PRODUCTION ET DISTRIBUTION D'EAU, ASSAINISSEMENT, TRAITEMENT DES  DECHETS ET DEPOLLUTION ;E380001;Collecte, traitement et élimination des déchets ;E38000101;Déchets collectés 
E;PRODUCTION ET DISTRIBUTION D'EAU, ASSAINISSEMENT, TRAITEMENT DES  DECHETS ET DEPOLLUTION ;E380001;Collecte, traitement et élimination des déchets ;E38000102;Déchets traités et éliminés  
E;PRODUCTION ET DISTRIBUTION D'EAU, ASSAINISSEMENT, TRAITEMENT DES  DECHETS ET DEPOLLUTION ;E380002;Récupération des déchets ;E38000200;Matériaux de récupération
E;PRODUCTION ET DISTRIBUTION D'EAU, ASSAINISSEMENT, TRAITEMENT DES  DECHETS ET DEPOLLUTION ;E390000;Dépollution et autres activités de gestion des déchets ;E39000000;Dépollution et autres services de gestion des déchets  
F;CONSTRUCTION ;F410101; Promotion immobilière  ;F41010100;Bâtiments complets  
F;CONSTRUCTION ;F410200;Construction de bâtiments complets ;F41020000;Travaux de construction de bâtiments complets 
F;CONSTRUCTION ;F420000;Génie civil  ;F42000001;Travaux de construction d’ouvrages d’art et de réseaux 
F;CONSTRUCTION ;F420000;Génie civil  ;F42000002;Travaux de construction de chaussées  
F;CONSTRUCTION ;F420000;Génie civil  ;F42000003;Autres travaux de génie civil et autres ouvrages 
F;CONSTRUCTION ;F430001;Démolition et préparation des sites ;F43000101;Travaux de démolition 
F;CONSTRUCTION ;F430001;Démolition et préparation des sites ;F43000102;Travaux de préparation de sites 
F;CONSTRUCTION ;F430002;Travaux d'installation ;F43000201;Travaux d’installation électrique 
F;CONSTRUCTION ;F430002;Travaux d'installation ;F43000202;Travaux de plomberie et de climatisation  
F;CONSTRUCTION ;F430002;Travaux d'installation ;F43000203;Autres travaux d’installation  
F;CONSTRUCTION ;F430003;  Travaux de finition  ;F43000301;Travaux de plâtrerie, revêtement des sols et des murs 
F;CONSTRUCTION ;F430003;  Travaux de finition  ;F43000302;Travaux de menuiserie et de vitrerie 
F;CONSTRUCTION ;F430003;  Travaux de finition  ;F43000303;Travaux de peinture en bâtiment  
F;CONSTRUCTION ;F430004;Autres travaux spécialisés de construction ;F43000400;Autres travaux spécialisés de construction 
G;COMMERCE   ;G450100;Commerce de véhicules automobiles ;G45010000;Vente de véhicules automobiles  
G;COMMERCE   ;G450200;Entretien et réparation de véhicules automobiles ;G45020000;Services d'entretien et de réparation de véhicules automobiles 
G;COMMERCE   ;G450300;Commerce de pièces détachées et d'accessoires automobiles ;G45030001;Vente de pièces détachées et d'accessoires automobiles  
G;COMMERCE   ;G450300;Commerce de pièces détachées et d'accessoires automobiles ;G45030002;Vente de pneumatiques
G;COMMERCE   ;G450400;Commerce et réparation de motocycles ;G45040001;Vente  de motocycles et accessoires  
G;COMMERCE   ;G450400;Commerce et réparation de motocycles ;G45040002;Services de réparation de motocycles  
G;COMMERCE   ;G460100;Activités des Intermédiaires du commerce de gros ;G46010000;Services des intermédiaires du commerce de gros  
G;COMMERCE   ;G460201;Commerce de gros de produits agricoles bruts et d'aliments pour animaux ;G46020101;Vente en gros de céréales 
G;COMMERCE   ;G460201;Commerce de gros de produits agricoles bruts et d'aliments pour animaux ;G46020102;Vente en gros d’oléagineux
G;COMMERCE   ;G460201;Commerce de gros de produits agricoles bruts et d'aliments pour animaux ;G46020103;Vente en gros de café, thé, cacao et épices  
G;COMMERCE   ;G460201;Commerce de gros de produits agricoles bruts et d'aliments pour animaux ;G46020104;Vente en gros de fruits et légumes frais  
G;COMMERCE   ;G460201;Commerce de gros de produits agricoles bruts et d'aliments pour animaux ;G46020105;Vente en gros d’aliments pour animaux  
G;COMMERCE   ;G460201;Commerce de gros de produits agricoles bruts et d'aliments pour animaux ;G46020106;Vente en gros d’autres produits agricoles bruts 
G;COMMERCE   ;G460202;Commerce de gros d'animaux vivants, de peaux et cuirs ;G46020201;Vente en gros d’animaux vivants  
G;COMMERCE   ;G460202;Commerce de gros d'animaux vivants, de peaux et cuirs ;G46020202;Vente en gros de peaux et cuirs  
G;COMMERCE   ;G460203;Commerce de gros de produits alimentaires, boissons et tabacs manufacturés ;G46020300;Vente en gros de produits alimentaires, boissons et tabacs manufacturés 
G;COMMERCE   ;G460301;Commerce de gros de textiles, habillement et chaussures ;G46030100;Vente en gros de textiles, habillement et chaussures  
G;COMMERCE   ;G460302;Commerce de gros de produits pharmaceutiques et médicaux ;G46030200;Vente en gros de produits pharmaceutiques et médicaux  
G;COMMERCE   ;G460303;Commerce de gros de biens de consommation non alimentaires n. c. a. ;G46030300;Vente en gros de biens de consommation non alimentaires n.c.a. 51330 
G;COMMERCE   ;G460401;Commerce de gros de carburants et combustibles ;G46040101;Vente en gros de carburants 
G;COMMERCE   ;G460401;Commerce de gros de carburants et combustibles ;G46040102;Vente en gros d'autres combustibles
G;COMMERCE   ;G460402;Commerce de gros de bois ;G46040200;Vente en gros de bois  
G;COMMERCE   ;G460403;Commerce de gros de matériaux de construction, quincaillerie et fournitures pour plomberie ;G46040300;Vente en gros de matériaux de construction, quincaillerie et fournitures pour plomberie 
G;COMMERCE   ;G460404;Commerce de gros de produits intermédiaires non agricoles divers ;G46040401;Vente en gros de produits chimiques  
G;COMMERCE   ;G460404;Commerce de gros de produits intermédiaires non agricoles divers ;G46040402;Vente de diamant et autres pierres précieuses 
G;COMMERCE   ;G460404;Commerce de gros de produits intermédiaires non agricoles divers ;G46040403;Vente de l'or
G;COMMERCE   ;G460404;Commerce de gros de produits intermédiaires non agricoles divers ;G46040404;Vente en gros d’autres produits intermédiaires non agricoles n.c.a. 
G;COMMERCE   ;G460501;Commerce de gros  d'équipements pour l'informatique et la communication ;G46050101;Vente en gros d'ordinateurs, périphériques et logiciels 
G;COMMERCE   ;G460501;Commerce de gros  d'équipements pour l'informatique et la communication ;G46050102;Vente en gros de composants et équipements électroniques et de télécommunication 
G;COMMERCE   ;G460502;Commerce de gros d'autres équipements industriels et fournitures diverses ;G46050201;Vente en gros  matériels électriques, d'instruments et d'appareils de mesure
G;COMMERCE   ;G460502;Commerce de gros d'autres équipements industriels et fournitures diverses ;G46050202;Vente en gros de machines et de matériel agricoles
G;COMMERCE   ;G460502;Commerce de gros d'autres équipements industriels et fournitures diverses ;G46050203;"Vente en gros de machines pour  la construction et le génie
civil
"
G;COMMERCE   ;G460502;Commerce de gros d'autres équipements industriels et fournitures diverses ;G46050204;"Vente en  gros de machines et d'équipements de bureau, hors ordinateurs
"
G;COMMERCE   ;G460502;Commerce de gros d'autres équipements industriels et fournitures diverses ;G46050205;"Vente en gros d’autres machines et équipements
"
G;COMMERCE   ;G470100;Commerce de détail en magasin non spécialisé ;G47010001;Vente au détail en magasin non spécialisé à prédominance alimentaire 
G;COMMERCE   ;G470100;Commerce de détail en magasin non spécialisé ;G47010002;Vente au détail en magasin non spécialisé sans prédominance alimentaire 
G;COMMERCE   ;G470201;Commerce  de détail en magasin spécialisé de produits alimentaires, boissons et tabacs manufacturés ;G47020100;Vente au détail en magasin spécialisé de produits alimentaires, boissons et tabacs manufacturés 
G;COMMERCE   ;G470202;Commerce de détail en magasin spécialisé de produits pharmaceutiques et médicaux, de parfumerie et de produits de beauté ;G47020201;Vente au détail en magasin spécialisé de produits pharmaceutiques et médicaux 
G;COMMERCE   ;G470202;Commerce de détail en magasin spécialisé de produits pharmaceutiques et médicaux, de parfumerie et de produits de beauté ;G47020202;Vente au détail en magasin spécialisé de parfums et de produits de beauté 
G;COMMERCE   ;G470203;Commerce de détail en magasin spécialisé de textiles, habillement, chaussures et articles en cuir ;G47020300;Vente au détail en magasin spécialisé de textiles, habillement, chaussures et articles en cuir 
G;COMMERCE   ;G470204;Commerce de détail en magasin spécialisé d'articles et appareils d'équipement domestique ;G47020400;Vente au détail en magasin spécialisé d'articles et d'appareils d'équipement domestique 
G;COMMERCE   ;G470205;Commerce de détail en magasin spécialisé de quincaillerie, peintures, verre, tapis et revêtement de sols et murs  ;G47020501;Vente au détail en magasin spécialisé de quincaillerie, peintures, verre, tapis et revêtement de sols et murs  
G;COMMERCE   ;G470205;Commerce de détail en magasin spécialisé de quincaillerie, peintures, verre, tapis et revêtement de sols et murs  ;G47020502;Vente au détail en magasin spécialisé de ciment
G;COMMERCE   ;G470206;Commerce de détail en magasin spécialisé de livres, journaux et articles de sport et de loisirs ;G47020601;"Vente au détail en magasin spécialisé de livres, de journaux et papeterie
"
G;COMMERCE   ;G470206;Commerce de détail en magasin spécialisé de livres, journaux et articles de sport et de loisirs ;G47020602;"Vente au détail en magasin spécialisé d'articles de sport et de loisirs
"
G;COMMERCE   ;G470207;Commerce de détail en magasin spécialisé d'équipements informatiques  et de matériels de télécommunication, audio ou vidéo;G47020700;Vente au détail en magasin spécialisé d'équipements informatiques  et de matériels de télécommunication, audio ou vidée 
G;COMMERCE   ;G470208;Commerce de détail  en magasin spécialisé de carburants automobiles ;G47020800;Vente au détail en magasin spécialisé de carburants automobiles 
G;COMMERCE   ;G470209;Commerce de détail en magasin spécialisé d'autres produits n.c.a. ;G47020900;Vente au détail en magasin spécialisé d'autres produits n.c.a. 
G;COMMERCE   ;G470301;Commerce de détail sur éventaires et marchés de viandes et poissons ;G47030100;Vente au détail sur éventaires et marchés de viandes et poissons 
G;COMMERCE   ;G470302;Commerce de détail sur éventaires et marchés de fruits et légumes frais ;G47030200;Vente au détail sur éventaires et marchés de fruits et légumes frais 
G;COMMERCE   ;G470303;Commerce de détail sur éventaires et marchés de céréales, tubercules et d'autres produits alimentaires, boissons et tabacs manufacturés ;G47030300;Commerce de détail sur éventaires et marchés de céréales, tubercules et d'autres produits alimentaires, boissons et tabacs manufacturés 
G;COMMERCE   ;G470304;Commerce de détail sur éventaires et marchés de textiles, habillement, chaussures et articles en cuir ;G47030400;Vente au détail sur éventaires et marchés de textiles, habillement, chaussures et articles en cuir 
G;COMMERCE   ;G470305;Commerce de détail sur éventaires et marchés d'articles non alimentaires divers ;G47030501;Vente au détail sur éventaires et marchés de livres, journaux et articles de papeterie 
G;COMMERCE   ;G470305;Commerce de détail sur éventaires et marchés d'articles non alimentaires divers ;G47030502;Vente au détail sur éventaires et marchés d'articles de maison divers 
G;COMMERCE   ;G470305;Commerce de détail sur éventaires et marchés d'articles non alimentaires divers ;G47030503;Vente au détail sur éventaires et marchés d'articles personnels divers 
G;COMMERCE   ;G470306;Autres commerces de détail hors magasin ;G47030600;Autres ventes de détail hors magasin  
H;TRANSPORTS ET ENTREPOSAGE ;H490100;Transports ferroviaires ;H49010001;Services de transports ferroviaires de passagers  
H;TRANSPORTS ET ENTREPOSAGE ;H490100;Transports ferroviaires ;H49010002;Services de transports ferroviaires de marchandises  
H;TRANSPORTS ET ENTREPOSAGE ;H490201;Transports routiers de passagers ;H49020101;Services de transports urbains de passagers 
H;TRANSPORTS ET ENTREPOSAGE ;H490201;Transports routiers de passagers ;H49020102;Services de transports routiers interurbains de passagers  
H;TRANSPORTS ET ENTREPOSAGE ;H490201;Transports routiers de passagers ;H49020103;Autres services de transports terrestres de voyageurs n.c.a.   
H;TRANSPORTS ET ENTREPOSAGE ;H490202;Transports routiers de marchandises ;H49020201;Services de transports routiers de produits pétroliers  
H;TRANSPORTS ET ENTREPOSAGE ;H490202;Transports routiers de marchandises ;H49020202;Services de transports routiers de grumes 
H;TRANSPORTS ET ENTREPOSAGE ;H490202;Transports routiers de marchandises ;H49020203;Services de transports routiers d’autres marchandises  
H;TRANSPORTS ET ENTREPOSAGE ;H490300;Transports par conduites ;H49030000;Transports par conduites  
H;TRANSPORTS ET ENTREPOSAGE ;H500100;Transports maritimes et côtiers  ;H50010001;Services de transports maritimes et côtiers de passagers  
H;TRANSPORTS ET ENTREPOSAGE ;H500100;Transports maritimes et côtiers  ;H50010002;Services de transports maritimes et côtiers de marchandises  
H;TRANSPORTS ET ENTREPOSAGE ;H500200;Transports fluviaux   ;H50020001;Services de transports fluviaux de passagers 
H;TRANSPORTS ET ENTREPOSAGE ;H500200;Transports fluviaux   ;H50020002;Services de transports fluviaux de marchandises  
H;TRANSPORTS ET ENTREPOSAGE ;H510001;Transports aériens de passagers ;H51000101;Services de transports aériens  de passagers  
H;TRANSPORTS ET ENTREPOSAGE ;H510001;Transports aériens de passagers ;H51000102;Services de location d’avions pour passagers avec pilote 
H;TRANSPORTS ET ENTREPOSAGE ;H510002;Transports aériens de fret et lancements spatiaux ;H51000201;Services de transports aériens de marchandises  
H;TRANSPORTS ET ENTREPOSAGE ;H510002;Transports aériens de fret et lancements spatiaux ;H51000202;Services de lancement spatial  
H;TRANSPORTS ET ENTREPOSAGE ;H510002;Transports aériens de fret et lancements spatiaux ;H51000203;Services de location d'avion pour fret avec pilote 
H;TRANSPORTS ET ENTREPOSAGE ;H520100;Entreposage  ;H52010001;Entreposage   
H;TRANSPORTS ET ENTREPOSAGE ;H520201;Manutention  ;H52020101;Services de manutention portuaire 
H;TRANSPORTS ET ENTREPOSAGE ;H520201;Manutention  ;H52020102;Services de manutention non portuaire  
H;TRANSPORTS ET ENTREPOSAGE ;H520202;Exploitation d'infrastructures de transport ;H52020201;Services des infrastructures de transport terrestre 
H;TRANSPORTS ET ENTREPOSAGE ;H520202;Exploitation d'infrastructures de transport ;H52020202;Services portuaires 
H;TRANSPORTS ET ENTREPOSAGE ;H520202;Exploitation d'infrastructures de transport ;H52020203;Services aéroportuaires  
H;TRANSPORTS ET ENTREPOSAGE ;H520203;Organisation du transport de fret ;H52020300;Services d'organisation du transport de fret  
H;TRANSPORTS ET ENTREPOSAGE ;H530001;Activités de service postal universel ;H53000100;Service postal universel  
H;TRANSPORTS ET ENTREPOSAGE ;H530002;Autres activités  de courrier et de distribution ;H53000200;Autres services  de courrier et de distribution  
I;HEBERGEMENT ET RESTAURATION ;I550000;Hébergement  ;I55000000;Services d’hébergement  
I;HEBERGEMENT ET RESTAURATION ;I560100;Restauration  ;I56010001;Services des restaurants  
I;HEBERGEMENT ET RESTAURATION ;I560100;Restauration  ;I56010002;Services des traiteurs  
I;HEBERGEMENT ET RESTAURATION ;I560200;Activités de débits de boissons ;I56020001;Services des  bars, cafés et autres débits de boisson
I;HEBERGEMENT ET RESTAURATION ;I560200;Activités de débits de boissons ;I56020002;Services des discothèques et les pistes de danse avec service de boissons prédominant
J;INFORMATION ET COMMUNICATION ;J580100;Édition de livres et périodiques  ;J58010001;Livres  
J;INFORMATION ET COMMUNICATION ;J580100;Édition de livres et périodiques  ;J58010002;Journaux, revues et périodiques 
J;INFORMATION ET COMMUNICATION ;J580100;Édition de livres et périodiques  ;J58010003;Répertoires et fichiers d'adresses édités 
J;INFORMATION ET COMMUNICATION ;J580100;Édition de livres et périodiques  ;J58010004;Cartes postales et produits divers de l’édition sur papier  
J;INFORMATION ET COMMUNICATION ;J580100;Édition de livres et périodiques  ;J58010005;Licences pour le droit de reproduction, de distribution ou d'utilisation 
J;INFORMATION ET COMMUNICATION ;J580200;Édition de logiciels  ;J58020001;Logiciels édités  
J;INFORMATION ET COMMUNICATION ;J580200;Édition de logiciels  ;J58020002;Licences pour l'utilisation de logiciels  
J;INFORMATION ET COMMUNICATION ;J590100;Production vidéo : cinéma et télévision;J59010001;Produits cinématographiques, vidéos et programmes de télévision 
J;INFORMATION ET COMMUNICATION ;J590100;Production vidéo : cinéma et télévision;J59010002;Post-production de films, de vidéos et de programmes de télévision 
J;INFORMATION ET COMMUNICATION ;J590100;Production vidéo : cinéma et télévision;J59010003;Films cinématographiques distribués  
J;INFORMATION ET COMMUNICATION ;J590100;Production vidéo : cinéma et télévision;J59010004;Vidéos éditées et distribuées  
J;INFORMATION ET COMMUNICATION ;J590100;Production vidéo : cinéma et télévision;J59010005;Projection de films cinématographiques  
J;INFORMATION ET COMMUNICATION ;J590100;Production vidéo : cinéma et télévision;J59010006;Licences  de distribution de films, de vidéos et de programmes de télévision 
J;INFORMATION ET COMMUNICATION ;J590200;Production audio et édition musicale ;J59020001;Services de création des originaux sonores  
J;INFORMATION ET COMMUNICATION ;J590200;Production audio et édition musicale ;J59020002;Production de programmes radio   
J;INFORMATION ET COMMUNICATION ;J590200;Production audio et édition musicale ;J59020003;Produits musicaux édités 
J;INFORMATION ET COMMUNICATION ;J590200;Production audio et édition musicale ;J59020004;Licences pour l'utilisation d'originaux sonores 
J;INFORMATION ET COMMUNICATION ;J600001;Édition et diffusion de programmes radio ;J60000100;Services de radio diffusion  
J;INFORMATION ET COMMUNICATION ;J600002;"Programmation télévisuelle; télédiffusion ";J60000200;Services de programmation télévisuelle et de télédiffusion 
J;INFORMATION ET COMMUNICATION ;J610000;Télécommunications   ;J61000001;Services de télécommunications filaires 
J;INFORMATION ET COMMUNICATION ;J610000;Télécommunications   ;J61000002;Services de télécommunications sans fil  
J;INFORMATION ET COMMUNICATION ;J610000;Télécommunications   ;J61000003;Services de télécommunications par satellite 
J;INFORMATION ET COMMUNICATION ;J610000;Télécommunications   ;J61000004;Services rendus par les téléboutiques  
J;INFORMATION ET COMMUNICATION ;J610000;Télécommunications   ;J61000005;Autres services de télécommunications 
J;INFORMATION ET COMMUNICATION ;J620001;Programmation informatique ;J62000101;Services de conception et développement informatique  
J;INFORMATION ET COMMUNICATION ;J620001;Programmation informatique ;J62000102;Logiciels spécifiques aux clients 
J;INFORMATION ET COMMUNICATION ;J620002;Conseil et autres activités informatiques ;J62000201;Services de conseil en informatique  
J;INFORMATION ET COMMUNICATION ;J620002;Conseil et autres activités informatiques ;J62000202;Services de gestion d'installations informatiques 
J;INFORMATION ET COMMUNICATION ;J620002;Conseil et autres activités informatiques ;J62000203;Autres services informatiques n.c.a 
J;INFORMATION ET COMMUNICATION ;J630001;"Traitement de données, hébergement et activités connexes ; portails Internet ";J63000101;Traitement de données, hébergement et activités connexes 
J;INFORMATION ET COMMUNICATION ;J630001;"Traitement de données, hébergement et activités connexes ; portails Internet ";J63000102;Portails Internet  
J;INFORMATION ET COMMUNICATION ;J630002;Autres activités liées à l'information ;J63000201;Services des agences de presse   
J;INFORMATION ET COMMUNICATION ;J630002;Autres activités liées à l'information ;J63000202;Autres services d'information n.c.a.  
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K640101;Activités de banque centrale ;K64010100;Services de banque centrale   
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K640102;Autres intermédiations monétaires ;K64010200;Autres services d’intermédiation monétaire  
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K640200;Fonds de placements, holdings et activités financières similaires ;K64020000;Services des fonds de placement, holdings et similaires 
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K640301;Activités de micro finance ;K64030100;Micro finance 
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K640302;Autres activités de crédits et autres intermédiations non monétaires ;K64030201;Services de crédit-bail 
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K640302;Autres activités de crédits et autres intermédiations non monétaires ;K64030202;Autres services de crédit  
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K640302;Autres activités de crédits et autres intermédiations non monétaires ;K64030203;Autres services d’intermédiation financière  
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K650001;Assurance-vie et caisses de retraite ;K65000101;Services d'assurance-vie   
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K650001;Assurance-vie et caisses de retraite ;K65000102;Services des caisses de retraite 
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K650002;Assurance-dommages et réassurance ;K65000201;Services d’assurance-dommages  
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K650002;Assurance-dommages et réassurance ;K65000202;Services de réassurance   
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K660001; Gestion fonds pour tiers   ;K66000100;Services de gestion de fonds pour tiers  
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K660002;Activités d'auxiliaires financiers ;K66000201;Services d'administration de marchés financiers  
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K660002;Activités d'auxiliaires financiers ;K66000202;Autres services d'auxiliaires financiers  
K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE ;K660003;Activités d'auxiliaires d'assurance ;K66000300;Services d’auxiliaires d'assurance  
L;ACTIVITES  IMMOBILIERES ;L680002;Location immobilière et activités sur biens activités sur biens ;L68000201;Services d'intermédiation des agences immobilières  
L;ACTIVITES  IMMOBILIERES ;L680002;Location immobilière et activités sur biens activités sur biens ;L68000202;Services d'administration de biens immobiliers pour compte de tiers 
L;ACTIVITES  IMMOBILIERES ;L680100;Location immobilière et activités sur biens activités sur biens ;L68010001;Transactions sur biens immobiliers propres
L;ACTIVITES  IMMOBILIERES ;L680100;Location immobilière et activités sur biens activités sur biens ;L68010002;Services de location de logements et immeubles non résidentiels
L;ACTIVITES  IMMOBILIERES ;L680100;Location immobilière et activités sur biens activités sur biens ;L68010003;Services de location d'autres biens  immobiliers, y compris les terrains 
M;ACTIVITÉS SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES ;M690001;Activités juridiques  ;M69000100;Services juridiques 
M;ACTIVITÉS SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES ;M690002;Activités comptables ;M69000201;Services de tenue de  comptes et d’audit financier 
M;ACTIVITÉS SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES ;M690002;Activités comptables ;M69000202;Services de conseil fiscal  
M;ACTIVITÉS SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES ;M700001;Activités des sièges sociaux ;M70000100;Services des sièges sociaux  
M;ACTIVITÉS SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES ;M700002;Conseil en gestion  ;M70000201;Services de conseil en relations publiques et communication  
M;ACTIVITÉS SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES ;M700002;Conseil en gestion  ;M70000202;Services de conseil en gestion d'entreprises 
M;ACTIVITÉS SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES ;M700002;Conseil en gestion  ;M70000203;Services de coordination et de gestion des projets  
M;ACTIVITÉS SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES ;M700002;Conseil en gestion  ;M70000204;Marques déposées et franchises  
M;ACTIVITÉS SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES ;M710001;Architecture, activités d'ingénierie ;M71000101;Services d'architecture 
M;ACTIVITÉS SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES ;M710001;Architecture, activités d'ingénierie ;M71000102;Services d'ingénierie  
M;ACTIVITÉS SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES ;M710001;Architecture, activités d'ingénierie ;M71000103;Autres services de conseils techniques
M;ACTIVITÉS SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES ;M710002;Activités de contrôle et analyses techniques ;M71000201;Services de contrôle technique automobile  
M;ACTIVITÉS SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES ;M710002;Activités de contrôle et analyses techniques ;M71000202;Autres services de contrôle et analyses techniques  
